# LAMMPS data file written by OVITO Basic 3.7.6
178 atoms
3 atom types
0.0 12.029999733 xlo xhi
0.0 12.029999733 ylo yhi
0.0 12.029999733 zlo zhi

Masses

1 12.0107  # C
2 1.00794  # H
3 15.9994  # O

Atoms  # atomic

1 1 0.0 6.0149998665 0.0
2 1 6.0149998665 0.0 6.0149998665
3 1 3.0079810611 0.0 0.0
4 1 9.022980687 0.0 0.0
5 1 0.0 2.9919812697 6.0149998665
6 1 0.0 9.0380191851 6.0149998665
7 1 6.0149998665 6.0149998665 2.9919812697
8 1 6.0149998665 6.0149998665 9.0380191851
9 2 1.0859479917 6.0149998665 0.0
10 2 11.6670541719 6.0149998665 1.0267604532
11 2 11.6670541719 5.1258625983 11.5166797647
12 2 11.6670541719 6.9041371347 11.5166797647
13 2 7.1009478582 0.0 6.0149998665
14 2 5.6520547866 0.0 7.0417599708
15 2 5.6520547866 11.1408624648 5.501679417
16 2 5.6520547866 0.8891372682 5.501679417
17 2 4.094049449 0.0 0.0
18 2 2.6450359811 0.0 1.0267604532
19 2 2.6450359811 11.1408624648 11.5166797647
20 2 2.6450359811 0.8891372682 11.5166797647
21 2 10.1090488463 0.0 0.0
22 2 8.6600351379 0.0 1.0267604532
23 2 8.6600351379 11.1408624648 11.5166797647
24 2 8.6600351379 0.8891372682 11.5166797647
25 2 1.0859479917 2.9919812697 6.0149998665
26 2 11.6670541719 2.9919812697 7.0417599708
27 2 11.6670541719 2.1028437608 5.501679417
28 2 11.6670541719 3.8811185379 5.501679417
29 2 1.0859479917 9.0380191851 6.0149998665
30 2 11.6670541719 9.0380191851 7.0417599708
31 2 11.6670541719 8.1488819169 5.501679417
32 2 11.6670541719 9.9271564534 5.501679417
33 2 6.0149998665 6.0149998665 4.0780496576
34 2 7.0417599708 6.0149998665 2.6290361898
35 2 5.501679417 5.1258625983 2.6290361898
36 2 5.501679417 6.9041371347 2.6290361898
37 2 6.0149998665 6.0149998665 10.1239662144
38 2 7.0417599708 6.0149998665 8.674952506
39 2 5.501679417 5.1258625983 8.674952506
40 2 5.501679417 6.9041371347 8.674952506
41 2 11.2310876793 0.0293531993 3.5323688938
42 2 12.0006465938 0.7993934702 2.4804656449
43 2 0.7989122221 12.0006465938 8.4976310678
44 2 0.0293531993 11.2306060823 9.5495338475
45 2 11.2443208715 2.8039522175 1.6780645906
46 2 12.0158042852 2.3294889919 0.4649594777
47 2 12.0284357127 1.5308175141 10.0675458886
48 2 11.2478084526 2.8001027138 10.3347320503
49 2 0.0015639 10.4991817497 1.9624538444
50 2 0.7821906187 9.22989655 1.6952675624
51 2 0.7856792826 9.2260475155 10.351935383
52 2 0.0141953997 9.7005109817 11.5650405922
53 2 5.2160873436 3.5323688938 12.0006465938
54 2 5.9856467273 2.4804656449 11.2306060823
55 2 6.8139123894 8.4976310678 0.0293531993
56 2 6.0443530057 9.5495338475 0.7993934702
57 2 6.0134358462 1.9624538444 1.5308175141
58 2 5.2328095485 1.6952675624 2.8001027138
59 2 5.2293205238 10.351935383 2.8039522175
60 2 6.0008044187 11.5650405922 2.3294889919
61 2 6.8006792092 1.6780645906 9.2260475155
62 2 6.0291953143 0.4649594777 9.7005109817
63 2 6.0165638868 10.0675458886 10.4991817497
64 2 6.7971906657 10.3347320503 9.22989655
65 2 3.6767287222 5.5494384798 0.0277892994
66 2 3.1957695494 4.3209352439 0.7702808949
67 2 4.4853854125 7.9764914553 0.0016842
68 2 3.1997394613 7.739259247 11.2685003289
69 2 1.529614454 0.0016842 4.0535082777
70 2 2.8152604052 11.2685003289 4.2907400168
